player_name,ranking,date
Sergio Casal,175,1990-01-22
Nicklas Utgren,176,1990-01-22
Philip Johnson,177,1990-01-22
Philippe Pech,178,1990-01-22
Peter Ballauff,179,1990-01-22
Fernando Roese,180,1990-01-22
Robbie Weiss,181,1990-01-22
Bart Wuyts,182,1990-01-22
Karsten Braasch,183,1990-01-22
Mauro Menezes,184,1990-01-22
Richard Vogel,185,1990-01-22
Peter Doohan,186,1990-01-22
Neil Borwick,187,1990-01-22
Bruce Derlin,188,1990-01-22
Bryan Shelton,189,1990-01-22
Nduka Odizor,190,1990-01-22
Paul Vojtischek,191,1990-01-22
David Engel,192,1990-01-22
Claudio Mezzadri,193,1990-01-22
Christian Miniussi,194,1990-01-22
Mark Kaplan,195,1990-01-22
Michael Robertson,196,1990-01-22
Francisco Yunis,197,1990-01-22
Olivier Soules,198,1990-01-22
Gabriel Markus,199,1990-01-22
Josef Cihak,200,1990-01-22
Ivan Lendl,1,1990-01-29
Boris Becker,2,1990-01-29
Stefan Edberg,3,1990-01-29
Brad Gilbert,4,1990-01-29
John McEnroe,5,1990-01-29
Michael Chang,6,1990-01-29
Aaron Krickstein,7,1990-01-29
Andre Agassi,8,1990-01-29
Jay Berger,9,1990-01-29
Alberto Mancini,10,1990-01-29
Martin Jaite,11,1990-01-29
Tim Mayotte,12,1990-01-29
Yannick Noah,13,1990-01-29
Carl-Uwe Steeb,14,1990-01-29
Mats Wilander,15,1990-01-29
Andrei Chesnokov,16,1990-01-29
Emilio Sanchez,17,1990-01-29
Andres Gomez,18,1990-01-29
Jimmy Connors,19,1990-01-29
Horst Skoff,20,1990-01-29
Kevin Curren,21,1990-01-29
Sergi Bruguera,22,1990-01-29
Jim Courier,23,1990-01-29
Thomas Muster,24,1990-01-29
Miloslav Mecir Sr.,25,1990-01-29
Jaime Yzaga,26,1990-01-29
Jan Gunnarsson,27,1990-01-29
Christo Van Rensburg,28,1990-01-29
Jakob Hlasek,29,1990-01-29
Goran Ivanisevic,30,1990-01-29
Guillermo Perez-Roldan,31,1990-01-29
Magnus Gustafsson,32,1990-01-29
Jim Grabb,33,1990-01-29
Jordi Arrese,34,1990-01-29
Paolo Cane,35,1990-01-29
Wally Masur,36,1990-01-29
Ronald Agenor,37,1990-01-29
Scott Davis,38,1990-01-29
Amos Mansdorf,39,1990-01-29
Marcelo Filippini,40,1990-01-29
Anders Jarryd,41,1990-01-29
Jonas Svensson,42,1990-01-29
Goran Prpic,43,1990-01-29
Luiz Mattar,44,1990-01-29
Javier Sanchez,45,1990-01-29
David Wheaton,46,1990-01-29
Darren Cahill,47,1990-01-29
Richey Reneberg,48,1990-01-29
Paul Chamberlin,49,1990-01-29
Paul Annacone,50,1990-01-29
Eric Jelen,51,1990-01-29
Jimmy Arias,52,1990-01-29
Kelly Evernden,53,1990-01-29
Omar Camporese,54,1990-01-29
Guy Forget,55,1990-01-29
Pete Sampras,56,1990-01-29
Jean-Philippe Fleurian,57,1990-01-29
Todd Witsken,58,1990-01-29
Jim Pugh,59,1990-01-29
Martin Strelba,60,1990-01-29
Karel Novacek,61,1990-01-29
Tomas Carbonell,62,1990-01-29
Mikael Pernfors,63,1990-01-29
Mark Koevermans,64,1990-01-29
Alexander Volkov,65,1990-01-29
Niclas Kroon,66,1990-01-29
Michiel Schapers,67,1990-01-29
Marc Rosset,68,1990-01-29
Juan Aguilera,69,1990-01-29
Lawson Duncan,70,1990-01-29
Andrew Sznajder,71,1990-01-29
Jens Woehrmann,72,1990-01-29
Ramesh Krishnan,73,1990-01-29
Dan Goldie,74,1990-01-29
Glenn Layendecker,75,1990-01-29
Jerome Potier,76,1990-01-29
Paul Haarhuis,77,1990-01-29
Jeremy Bates,78,1990-01-29
Franco Davin,79,1990-01-29
Derrick Rostagno,80,1990-01-29
Petr Korda,81,1990-01-29
Johan Kriek,82,1990-01-29
Slobodan Zivojinovic,83,1990-01-29
Jimmy Brown,84,1990-01-29
Michael Stich,85,1990-01-29
Richard Matuszewski,86,1990-01-29
Milan Srejber,87,1990-01-29
Richard Fromberg,88,1990-01-29
Andrei Cherkasov,89,1990-01-29
Nicolas Pereira,90,1990-01-29
Leif Shiras,91,1990-01-29
Robert Seguso,92,1990-01-29
Tom Nijssen,93,1990-01-29
Alex Antonitsch,94,1990-01-29
Lars-Anders Wahlgren,95,1990-01-29
Gilad Bloom,96,1990-01-29
Peter Lundgren,97,1990-01-29
Mark Woodforde,98,1990-01-29
Pieter Aldrich,99,1990-01-29
Christian Bergstrom,100,1990-01-29
Johan Anderson,101,1990-01-29
Diego Perez,102,1990-01-29
John Fitzgerald,103,1990-01-29
Udo Riglewski,104,1990-01-29
Jason Stoltenberg,105,1990-01-29
Claudio Pistolesi,106,1990-01-29
Francesco Cancellotti,107,1990-01-29
Marian Vajda,108,1990-01-29
Cassio Motta,109,1990-01-29
Tim Wilkison,110,1990-01-29
Grant Connell,111,1990-01-29
Michael Tauson,112,1990-01-29
Mark Kratzmann,113,1990-01-29
Eduardo Bengoechea,114,1990-01-29
Andres Vysand,115,1990-01-29
Kelly Jones,116,1990-01-29
Patrik Kuhnen,117,1990-01-29
Thierry Tulasne,118,1990-01-29
Bruno Oresar,119,1990-01-29
Veli Paloheimo,120,1990-01-29
Martin Laurendeau,121,1990-01-29
Fernando Luna,122,1990-01-29
Horacio de la Pena,123,1990-01-29
Jose Francisco Altur,124,1990-01-29
Lars Jonsson,125,1990-01-29
Gary Muller,126,1990-01-29
Francisco Roig,127,1990-01-29
Roberto Azar,128,1990-01-29
Olivier Delaitre,129,1990-01-29
Diego Nargiso,130,1990-01-29
Markus Zoecke,131,1990-01-29
Thomas Hogstedt,132,1990-01-29
David Pate,133,1990-01-29
Broderick Dyke,134,1990-01-29
Leonardo Lavalle,135,1990-01-29
Nicklas Kulti,136,1990-01-29
Christian Saceanu,137,1990-01-29
Martin Wostenholme,138,1990-01-29
Eric Winogradsky,139,1990-01-29
Joey Rive,140,1990-01-29
Dan Cassidy,141,1990-01-29
Tarik Benhabiles,142,1990-01-29
Brad Drewett,143,1990-01-29
Henri Leconte,144,1990-01-29
Chris Pridham,145,1990-01-29
Simon Youl,146,1990-01-29
Gianluca Pozzi,147,1990-01-29
Simone Colombo,148,1990-01-29
Brad Pearce,149,1990-01-29
Marty Davis,150,1990-01-29
Todd Woodbridge,151,1990-01-29
Massimo Cierro,152,1990-01-29
Javier Frana,153,1990-01-29
Bong-Soo Kim,154,1990-01-29
Jeff Tarango,155,1990-01-29
Gustavo Giussani,156,1990-01-29
Nuno Marques,157,1990-01-29
Johan Carlsson,158,1990-01-29
Danie Visser,159,1990-01-29
Steve Guy,160,1990-01-29
Aki Rahunen,161,1990-01-29
Miguel Nido,162,1990-01-29
Alexander Mronz,163,1990-01-29
Mario Tabares,164,1990-01-29
Magnus Larsson,165,1990-01-29
Roberto Arguello,166,1990-01-29
Jose-Luis Aparisi,167,1990-01-29
Chris Bailey,168,1990-01-29
Jonathan Canter,169,1990-01-29
Neil Broad,170,1990-01-29
Nick Brown,171,1990-01-29
Ricki Osterthun,172,1990-01-29
Danilo Marcelino,173,1990-01-29
Joao Cunha-Silva,174,1990-01-29
Sergio Casal,175,1990-01-29
Nicklas Utgren,176,1990-01-29
Philip Johnson,177,1990-01-29
Philippe Pech,178,1990-01-29
Peter Ballauff,179,1990-01-29
Fernando Roese,180,1990-01-29
Robbie Weiss,181,1990-01-29
Bart Wuyts,182,1990-01-29
Karsten Braasch,183,1990-01-29
Mauro Menezes,184,1990-01-29
Richard Vogel,185,1990-01-29
Peter Doohan,186,1990-01-29
Neil Borwick,187,1990-01-29
Bruce Derlin,188,1990-01-29
Bryan Shelton,189,1990-01-29
Nduka Odizor,190,1990-01-29
Paul Vojtischek,191,1990-01-29
David Engel,192,1990-01-29
Claudio Mezzadri,193,1990-01-29
Christian Miniussi,194,1990-01-29
Mark Kaplan,195,1990-01-29
Michael Robertson,196,1990-01-29
Francisco Yunis,197,1990-01-29
Olivier Soules,198,1990-01-29
Gabriel Markus,199,1990-01-29
Josef Cihak,200,1990-01-29
Ivan Lendl,1,1990-02-05
Boris Becker,2,1990-02-05
Stefan Edberg,3,1990-02-05
Brad Gilbert,4,1990-02-05
John McEnroe,5,1990-02-05
Michael Chang,6,1990-02-05
Aaron Krickstein,7,1990-02-05
Andre Agassi,8,1990-02-05
Jay Berger,9,1990-02-05
Alberto Mancini,10,1990-02-05
Martin Jaite,11,1990-02-05
Tim Mayotte,12,1990-02-05
Yannick Noah,13,1990-02-05
Carl-Uwe Steeb,14,1990-02-05
Mats Wilander,15,1990-02-05
Andrei Chesnokov,16,1990-02-05
Emilio Sanchez,17,1990-02-05
Andres Gomez,18,1990-02-05
Jimmy Connors,19,1990-02-05
Horst Skoff,20,1990-02-05
Kevin Curren,21,1990-02-05
Sergi Bruguera,22,1990-02-05
Jim Courier,23,1990-02-05
Thomas Muster,24,1990-02-05
Miloslav Mecir Sr.,25,1990-02-05
Jaime Yzaga,26,1990-02-05
Jan Gunnarsson,27,1990-02-05
Christo Van Rensburg,28,1990-02-05
Jakob Hlasek,29,1990-02-05
Goran Ivanisevic,30,1990-02-05
Guillermo Perez-Roldan,31,1990-02-05
Magnus Gustafsson,32,1990-02-05
Jim Grabb,33,1990-02-05
Jordi Arrese,34,1990-02-05
Paolo Cane,35,1990-02-05
Wally Masur,36,1990-02-05
Ronald Agenor,37,1990-02-05
Scott Davis,38,1990-02-05
Amos Mansdorf,39,1990-02-05
Marcelo Filippini,40,1990-02-05
Anders Jarryd,41,1990-02-05
Jonas Svensson,42,1990-02-05
Goran Prpic,43,1990-02-05
Luiz Mattar,44,1990-02-05
Javier Sanchez,45,1990-02-05
David Wheaton,46,1990-02-05
Darren Cahill,47,1990-02-05
Richey Reneberg,48,1990-02-05
Paul Chamberlin,49,1990-02-05
Paul Annacone,50,1990-02-05
Eric Jelen,51,1990-02-05
Jimmy Arias,52,1990-02-05
Kelly Evernden,53,1990-02-05
Omar Camporese,54,1990-02-05
Guy Forget,55,1990-02-05
Pete Sampras,56,1990-02-05
Jean-Philippe Fleurian,57,1990-02-05
Todd Witsken,58,1990-02-05
Jim Pugh,59,1990-02-05
Martin Strelba,60,1990-02-05
Karel Novacek,61,1990-02-05
Tomas Carbonell,62,1990-02-05
Mikael Pernfors,63,1990-02-05
Mark Koevermans,64,1990-02-05
Alexander Volkov,65,1990-02-05
Niclas Kroon,66,1990-02-05
Michiel Schapers,67,1990-02-05
Marc Rosset,68,1990-02-05
Juan Aguilera,69,1990-02-05
Lawson Duncan,70,1990-02-05
Andrew Sznajder,71,1990-02-05
Jens Woehrmann,72,1990-02-05
Ramesh Krishnan,73,1990-02-05
Dan Goldie,74,1990-02-05
Glenn Layendecker,75,1990-02-05
Jerome Potier,76,1990-02-05
Paul Haarhuis,77,1990-02-05
Jeremy Bates,78,1990-02-05
Franco Davin,79,1990-02-05
Derrick Rostagno,80,1990-02-05
Petr Korda,81,1990-02-05
Johan Kriek,82,1990-02-05
Slobodan Zivojinovic,83,1990-02-05
Jimmy Brown,84,1990-02-05
Michael Stich,85,1990-02-05
Richard Matuszewski,86,1990-02-05
Milan Srejber,87,1990-02-05
Richard Fromberg,88,1990-02-05
Andrei Cherkasov,89,1990-02-05
Nicolas Pereira,90,1990-02-05
Leif Shiras,91,1990-02-05
Robert Seguso,92,1990-02-05
Tom Nijssen,93,1990-02-05
Alex Antonitsch,94,1990-02-05
Lars-Anders Wahlgren,95,1990-02-05
Gilad Bloom,96,1990-02-05
Peter Lundgren,97,1990-02-05
Mark Woodforde,98,1990-02-05
Pieter Aldrich,99,1990-02-05
Christian Bergstrom,100,1990-02-05
Johan Anderson,101,1990-02-05
Diego Perez,102,1990-02-05
John Fitzgerald,103,1990-02-05
Udo Riglewski,104,1990-02-05
Jason Stoltenberg,105,1990-02-05
Claudio Pistolesi,106,1990-02-05
Francesco Cancellotti,107,1990-02-05
Marian Vajda,108,1990-02-05
Cassio Motta,109,1990-02-05
Tim Wilkison,110,1990-02-05
Grant Connell,111,1990-02-05
Michael Tauson,112,1990-02-05
Mark Kratzmann,113,1990-02-05
Eduardo Bengoechea,114,1990-02-05
Andres Vysand,115,1990-02-05
Kelly Jones,116,1990-02-05
Patrik Kuhnen,117,1990-02-05
Thierry Tulasne,118,1990-02-05
Bruno Oresar,119,1990-02-05
Veli Paloheimo,120,1990-02-05
Martin Laurendeau,121,1990-02-05
Fernando Luna,122,1990-02-05
Horacio de la Pena,123,1990-02-05
Jose Francisco Altur,124,1990-02-05
Lars Jonsson,125,1990-02-05
Gary Muller,126,1990-02-05
Francisco Roig,127,1990-02-05
Roberto Azar,128,1990-02-05
Olivier Delaitre,129,1990-02-05
Diego Nargiso,130,1990-02-05
Markus Zoecke,131,1990-02-05
Thomas Hogstedt,132,1990-02-05
David Pate,133,1990-02-05
Broderick Dyke,134,1990-02-05
Leonardo Lavalle,135,1990-02-05
Nicklas Kulti,136,1990-02-05
Christian Saceanu,137,1990-02-05
Martin Wostenholme,138,1990-02-05
Eric Winogradsky,139,1990-02-05
Joey Rive,140,1990-02-05
Dan Cassidy,141,1990-02-05
Tarik Benhabiles,142,1990-02-05
Brad Drewett,143,1990-02-05
Henri Leconte,144,1990-02-05
Chris Pridham,145,1990-02-05
Simon Youl,146,1990-02-05
Gianluca Pozzi,147,1990-02-05
Simone Colombo,148,1990-02-05
Brad Pearce,149,1990-02-05
Marty Davis,150,1990-02-05
Todd Woodbridge,151,1990-02-05
Massimo Cierro,152,1990-02-05
Javier Frana,153,1990-02-05
Bong-Soo Kim,154,1990-02-05
Jeff Tarango,155,1990-02-05
Gustavo Giussani,156,1990-02-05
Nuno Marques,157,1990-02-05
Johan Carlsson,158,1990-02-05
Danie Visser,159,1990-02-05
Steve Guy,160,1990-02-05
Aki Rahunen,161,1990-02-05
Miguel Nido,162,1990-02-05
Alexander Mronz,163,1990-02-05
Mario Tabares,164,1990-02-05
Magnus Larsson,165,1990-02-05
Roberto Arguello,166,1990-02-05
Jose-Luis Aparisi,167,1990-02-05
Chris Bailey,168,1990-02-05
Jonathan Canter,169,1990-02-05
Neil Broad,170,1990-02-05
Nick Brown,171,1990-02-05
Ricki Osterthun,172,1990-02-05
Danilo Marcelino,173,1990-02-05
Joao Cunha-Silva,174,1990-02-05
Sergio Casal,175,1990-02-05
Nicklas Utgren,176,1990-02-05
Philip Johnson,177,1990-02-05
Philippe Pech,178,1990-02-05
Peter Ballauff,179,1990-02-05
Fernando Roese,180,1990-02-05
Robbie Weiss,181,1990-02-05
Bart Wuyts,182,1990-02-05
Karsten Braasch,183,1990-02-05
Mauro Menezes,184,1990-02-05
Richard Vogel,185,1990-02-05
Peter Doohan,186,1990-02-05
Neil Borwick,187,1990-02-05
Bruce Derlin,188,1990-02-05
Bryan Shelton,189,1990-02-05
Nduka Odizor,190,1990-02-05
Paul Vojtischek,191,1990-02-05
David Engel,192,1990-02-05
Claudio Mezzadri,193,1990-02-05
Christian Miniussi,194,1990-02-05
Mark Kaplan,195,1990-02-05
Michael Robertson,196,1990-02-05
Francisco Yunis,197,1990-02-05
Olivier Soules,198,1990-02-05
Gabriel Markus,199,1990-02-05
Josef Cihak,200,1990-02-05
Ivan Lendl,1,1990-02-12
Boris Becker,2,1990-02-12
Stefan Edberg,3,1990-02-12
Brad Gilbert,4,1990-02-12
John McEnroe,5,1990-02-12
Michael Chang,6,1990-02-12
Aaron Krickstein,7,1990-02-12
Andre Agassi,8,1990-02-12
Jay Berger,9,1990-02-12
Alberto Mancini,10,1990-02-12
Martin Jaite,11,1990-02-12
Tim Mayotte,12,1990-02-12
Yannick Noah,13,1990-02-12
Carl-Uwe Steeb,14,1990-02-12
Mats Wilander,15,1990-02-12
Andrei Chesnokov,16,1990-02-12
Emilio Sanchez,17,1990-02-12
Andres Gomez,18,1990-02-12
Jimmy Connors,19,1990-02-12
Horst Skoff,20,1990-02-12
Kevin Curren,21,1990-02-12
Sergi Bruguera,22,1990-02-12
Jim Courier,23,1990-02-12
Thomas Muster,24,1990-02-12
Miloslav Mecir Sr.,25,1990-02-12
Jaime Yzaga,26,1990-02-12
Jan Gunnarsson,27,1990-02-12
Christo Van Rensburg,28,1990-02-12
Jakob Hlasek,29,1990-02-12
Goran Ivanisevic,30,1990-02-12
Guillermo Perez-Roldan,31,1990-02-12
Magnus Gustafsson,32,1990-02-12
Jim Grabb,33,1990-02-12
Jordi Arrese,34,1990-02-12
Paolo Cane,35,1990-02-12
Wally Masur,36,1990-02-12
Ronald Agenor,37,1990-02-12
Scott Davis,38,1990-02-12
Amos Mansdorf,39,1990-02-12
Marcelo Filippini,40,1990-02-12
Anders Jarryd,41,1990-02-12
Jonas Svensson,42,1990-02-12
Goran Prpic,43,1990-02-12
Luiz Mattar,44,1990-02-12
Javier Sanchez,45,1990-02-12
David Wheaton,46,1990-02-12
Darren Cahill,47,1990-02-12
Richey Reneberg,48,1990-02-12
Paul Chamberlin,49,1990-02-12
Paul Annacone,50,1990-02-12
Eric Jelen,51,1990-02-12
Jimmy Arias,52,1990-02-12
Kelly Evernden,53,1990-02-12
Omar Camporese,54,1990-02-12
Guy Forget,55,1990-02-12
Pete Sampras,56,1990-02-12
Jean-Philippe Fleurian,57,1990-02-12
Todd Witsken,58,1990-02-12
Jim Pugh,59,1990-02-12
Martin Strelba,60,1990-02-12
Karel Novacek,61,1990-02-12
Tomas Carbonell,62,1990-02-12
Mikael Pernfors,63,1990-02-12
Mark Koevermans,64,1990-02-12
Alexander Volkov,65,1990-02-12
Niclas Kroon,66,1990-02-12
Michiel Schapers,67,1990-02-12
Marc Rosset,68,1990-02-12
Juan Aguilera,69,1990-02-12
Lawson Duncan,70,1990-02-12
Andrew Sznajder,71,1990-02-12
Jens Woehrmann,72,1990-02-12
Ramesh Krishnan,73,1990-02-12
Dan Goldie,74,1990-02-12
Glenn Layendecker,75,1990-02-12
Jerome Potier,76,1990-02-12
Paul Haarhuis,77,1990-02-12
Jeremy Bates,78,1990-02-12
Franco Davin,79,1990-02-12
Derrick Rostagno,80,1990-02-12
Petr Korda,81,1990-02-12
Johan Kriek,82,1990-02-12
Slobodan Zivojinovic,83,1990-02-12
Jimmy Brown,84,1990-02-12
Michael Stich,85,1990-02-12
Richard Matuszewski,86,1990-02-12
Milan Srejber,87,1990-02-12
Richard Fromberg,88,1990-02-12
Andrei Cherkasov,89,1990-02-12
Nicolas Pereira,90,1990-02-12
Leif Shiras,91,1990-02-12
Robert Seguso,92,1990-02-12
Tom Nijssen,93,1990-02-12
Alex Antonitsch,94,1990-02-12
Lars-Anders Wahlgren,95,1990-02-12
Gilad Bloom,96,1990-02-12
Peter Lundgren,97,1990-02-12
Mark Woodforde,98,1990-02-12
Pieter Aldrich,99,1990-02-12
Christian Bergstrom,100,1990-02-12
Johan Anderson,101,1990-02-12
Diego Perez,102,1990-02-12
John Fitzgerald,103,1990-02-12
Udo Riglewski,104,1990-02-12
Jason Stoltenberg,105,1990-02-12
Claudio Pistolesi,106,1990-02-12
Francesco Cancellotti,107,1990-02-12
Marian Vajda,108,1990-02-12
Cassio Motta,109,1990-02-12
Tim Wilkison,110,1990-02-12
Grant Connell,111,1990-02-12
Michael Tauson,112,1990-02-12
Mark Kratzmann,113,1990-02-12
Eduardo Bengoechea,114,1990-02-12
Andres Vysand,115,1990-02-12
Kelly Jones,116,1990-02-12
Patrik Kuhnen,117,1990-02-12
Thierry Tulasne,118,1990-02-12
Bruno Oresar,119,1990-02-12
Veli Paloheimo,120,1990-02-12
Martin Laurendeau,121,1990-02-12
Fernando Luna,122,1990-02-12
Horacio de la Pena,123,1990-02-12
Jose Francisco Altur,124,1990-02-12
Lars Jonsson,125,1990-02-12
Gary Muller,126,1990-02-12
Francisco Roig,127,1990-02-12
Roberto Azar,128,1990-02-12
Olivier Delaitre,129,1990-02-12
Diego Nargiso,130,1990-02-12
Markus Zoecke,131,1990-02-12
Thomas Hogstedt,132,1990-02-12
David Pate,133,1990-02-12
Broderick Dyke,134,1990-02-12
Leonardo Lavalle,135,1990-02-12
Nicklas Kulti,136,1990-02-12
Christian Saceanu,137,1990-02-12
Martin Wostenholme,138,1990-02-12
Eric Winogradsky,139,1990-02-12
Joey Rive,140,1990-02-12
Dan Cassidy,141,1990-02-12
Tarik Benhabiles,142,1990-02-12
Brad Drewett,143,1990-02-12
Henri Leconte,144,1990-02-12
Chris Pridham,145,1990-02-12
Simon Youl,146,1990-02-12
Gianluca Pozzi,147,1990-02-12
Simone Colombo,148,1990-02-12
Brad Pearce,149,1990-02-12
Marty Davis,150,1990-02-12
Todd Woodbridge,151,1990-02-12
Massimo Cierro,152,1990-02-12
Javier Frana,153,1990-02-12
Bong-Soo Kim,154,1990-02-12
Jeff Tarango,155,1990-02-12
Gustavo Giussani,156,1990-02-12
Nuno Marques,157,1990-02-12
Johan Carlsson,158,1990-02-12
Danie Visser,159,1990-02-12
Steve Guy,160,1990-02-12
Aki Rahunen,161,1990-02-12
Miguel Nido,162,1990-02-12
Alexander Mronz,163,1990-02-12
Mario Tabares,164,1990-02-12
Magnus Larsson,165,1990-02-12
Roberto Arguello,166,1990-02-12
Jose-Luis Aparisi,167,1990-02-12
Chris Bailey,168,1990-02-12
Jonathan Canter,169,1990-02-12
Neil Broad,170,1990-02-12
Nick Brown,171,1990-02-12
Ricki Osterthun,172,1990-02-12
Danilo Marcelino,173,1990-02-12
Joao Cunha-Silva,174,1990-02-12
Sergio Casal,175,1990-02-12
Nicklas Utgren,176,1990-02-12
Philip Johnson,177,1990-02-12
Philippe Pech,178,1990-02-12
Peter Ballauff,179,1990-02-12
Fernando Roese,180,1990-02-12
Robbie Weiss,181,1990-02-12
Bart Wuyts,182,1990-02-12
Karsten Braasch,183,1990-02-12
Mauro Menezes,184,1990-02-12
Richard Vogel,185,1990-02-12
Peter Doohan,186,1990-02-12
Neil Borwick,187,1990-02-12
Bruce Derlin,188,1990-02-12
Bryan Shelton,189,1990-02-12
Nduka Odizor,190,1990-02-12
Paul Vojtischek,191,1990-02-12
David Engel,192,1990-02-12
Claudio Mezzadri,193,1990-02-12
Christian Miniussi,194,1990-02-12
Mark Kaplan,195,1990-02-12
Michael Robertson,196,1990-02-12
Francisco Yunis,197,1990-02-12
Olivier Soules,198,1990-02-12
Gabriel Markus,199,1990-02-12
Josef Cihak,200,1990-02-12
