url,tournament_name,tournament_date,number_players,indoor_outdoor,surface,prize_money,unique_tournament_id
/en/tournaments/washington/418/overview,Washington,1996.07.15,56,Outdoor,Hard,"$675,000",washington//1996.07.15
/en/tournaments/atlanta/96/overview,Atlanta,1996.07.22,64,Outdoor,Hard,,atlanta//1996.07.22
/en/tournaments/kitzbuhel/319/overview,Kitzbuhel,1996.07.22,48,Outdoor,Clay,"$425,000",kitzbuhel//1996.07.22
/en/tournaments/amsterdam/317/overview,Amsterdam,1996.07.29,32,Outdoor,Clay,"$500,000",amsterdam//1996.07.29
/en/tournaments/los-angeles/423/overview,Los Angeles,1996.07.29,32,Outdoor,Hard,"$328,000",los angeles//1996.07.29
/en/tournaments/cincinnati/422/overview,Cincinnati,1996.08.05,56,Outdoor,Hard,"$2,200,000",cincinnati//1996.08.05
/en/tournaments/san-marino/475/overview,San Marino,1996.08.05,32,Outdoor,Clay,"$300,000",san marino//1996.08.05
/en/tournaments/indianapolis/419/overview,Indianapolis,1996.08.12,56,Outdoor,Hard,"$1,040,000",indianapless//1996.08.12
/en/tournaments/new-haven/420/overview,New Haven,1996.08.12,56,Outdoor,Hard,"$1,040,000",new haven//1996.08.12
/en/tournaments/umag/439/overview,Umag,1996.08.12,32,Outdoor,Clay,"$400,000",umag//1996.08.12
/en/tournaments/toronto/421/overview,Toronto,1996.08.19,56,Outdoor,Hard,"$2,000,000",toronto//1996.08.19
/en/tournaments/long-island/441/overview,Long Island,1996.08.19,32,Outdoor,Hard,"$250,000",long island//1996.08.19
/en/tournaments/us-open/560/overview,New York,1996.08.26,128,Outdoor,Hard,,new york//1996.08.26
/en/tournaments/bucharest/773/overview,Bucharest,1996.09.09,32,Outdoor,Clay,"$500,000",bucharest//1996.09.09
/en/tournaments/bournemouth/620/overview,Bournemouth,1996.09.09,32,Outdoor,Clay,"$400,000",bournemouth//1996.09.09
/en/tournaments/bogota/359/overview,Bogota,1996.09.09,32,Outdoor,Clay,"$328,000",bogota//1996.09.09
/en/tournaments/basel/328/overview,Basel,1996.09.23,32,Indoor,Hard,"$1,000,000",basel//1996.09.23
/en/tournaments/palermo/325/overview,Palermo,1996.09.23,32,Outdoor,Clay,"$328,000",palermo//1996.09.23
/en/tournaments/lyon/7309/overview,Lyon,1996.09.30,32,Indoor,Carpet,"$750,000",lyon//1996.09.30
/en/tournaments/singapore/326/overview,Singapore,1996.09.30,32,Indoor,Carpet,"$414,250",singapore//1996.09.30
/en/tournaments/marbella/7306/overview,Marbella,1996.09.30,32,Outdoor,Clay,"$328,000",marbella//1996.09.30
/en/tournaments/vienna/337/overview,Vienna,1996.10.07,32,Indoor,Carpet,"$800,000",vienna//1996.10.07
/en/tournaments/beijing/7307/overview,Beijing,1996.10.07,32,Indoor,Carpet,"$328,000",beijing//1996.10.07
/en/tournaments/ostrava/348/overview,Ostrava,1996.10.14,32,Indoor,Carpet,"$475,000",ostrava//1996.10.14
/en/tournaments/toulouse/327/overview,Toulouse,1996.10.14,32,Indoor,Hard,"$400,000",toulouse//1996.10.14
/en/tournaments/tel-aviv/330/overview,Tel Aviv,1996.10.14,32,Outdoor,Hard,"$328,000",tel aviv//1996.10.14
/en/tournaments/stuttgart/357/overview,Stuttgart,1996.10.21,48,Indoor,Carpet,"$2,200,000",stuttgart//1996.10.21
/en/tournaments/paris/352/overview,Paris,1996.10.28,48,Indoor,Carpet,"$2,550,000",paris//1996.10.28
/en/tournaments/stockholm/429/overview,Stockholm,1996.11.04,32,Indoor,Hard,"$825,000",stockholm//1996.11.04
/en/tournaments/santiago/8996/overview,Santiago,1996.11.04,32,Outdoor,Clay,"$228,000",santiago//1996.11.04
/en/tournaments/moscow/438/overview,Moscow,1996.11.04,32,Indoor,Carpet,"$1,150,000",moscow//1996.11.04
/en/tournaments/atp-tour-world-championship/605/overview,atp-tour-world-championship,1996.11.19,9,Indoor,Carpet,"$3,300,000",atp tour world championship//1996.11.19
/en/tournaments/munich/604/overview,"Munich, Germany",1996.12.03,16,Indoor,Carpet,"$6,000,000",munich//1996.12.03
/en/tournaments/doha/451/overview,Doha,1996.12.30,32,Outdoor,Hard,"$625,000",doha//1996.12.30
/en/tournaments/adelaide/7308/overview,Adelaide,1996.12.30,32,Outdoor,Hard,"$328,000",adelaide//1996.12.30
/en/tournaments/auckland/301/overview,Auckland,1997.01.06,32,Outdoor,Hard,"$328,000",auckland//1997.01.06
/en/tournaments/sydney/338/overview,Sydney,1997.01.06,32,Outdoor,Hard,"$328,000",sydney//1997.01.06
/en/tournaments/australian-open/580/overview,Melbourne,1997.01.13,128,Outdoor,Hard,"$3,538,866",melbourne//1997.01.13
/en/tournaments/shanghai/890/overview,Shanghai,1997.01.27,32,Indoor,Carpet,"$330,000",shanghai//1997.01.27
/en/tournaments/zagreb/7301/overview,Zagreb,1997.01.27,32,Indoor,Carpet,"$400,000",zagreb//1997.01.27
/en/tournaments/dubai/495/overview,Dubai,1997.02.10,32,Outdoor,Hard,"$1,039,250",dubai//1997.02.10
/en/tournaments/marseille/496/overview,Marseille,1997.02.10,32,Indoor,Hard,"$539,250",marseille//1997.02.10
/en/tournaments/san-jose/424/overview,San Jose,1997.02.10,32,Indoor,Hard,"$328,000",san jose//1997.02.10
/en/tournaments/antwerp/430/overview,Antwerp,1997.02.17,32,Indoor,Hard,"$1,000,000",antwerp//1997.02.17
/en/tournaments/memphis/402/overview,Memphis,1997.02.17,48,Indoor,Hard,"$825,000",memphis//1997.02.17
/en/tournaments/milan/408/overview,Milan,1997.02.24,32,Indoor,Carpet,"$814,250",milan//1997.02.24
/en/tournaments/philadelphia/401/overview,Philadelphia,1997.02.24,32,Indoor,Hard,"$714,250",philadelphia//1997.02.24
/en/tournaments/rotterdam/407/overview,Rotterdam,1997.03.03,32,Indoor,Carpet,"$750,000",rotterdam//1997.03.03
/en/tournaments/scottsdale/433/overview,Scottsdale,1997.03.03,32,Outdoor,Hard,"$328,000",scottsdale//1997.03.03
/en/tournaments/copenhagen/481/overview,Copenhagen,1997.03.10,32,Indoor,Carpet,"$228,000",copenhagen//1997.03.10
/en/tournaments/indian-wells/404/overview,Indian Wells,1997.03.10,56,Outdoor,Hard,"$2,300,000",indian wells//1997.03.10
/en/tournaments/miami/403/overview,Miami,1997.03.17,96,Outdoor,Hard,"$2,700,000",miami//1997.03.17
/en/tournaments/st-petersburg/568/overview,St. Petersburg,1997.03.17,32,Indoor,Carpet,"$325,000",st. petersburg//1997.03.17
/en/tournaments/casablanca/360/overview,Casablanca,1997.03.24,32,Outdoor,Clay,"$228,000",casablanca//1997.03.24
/en/tournaments/estoril/468/overview,Estoril,1997.04.07,32,Outdoor,Clay,"$625,000",estoril//1997.04.07
/en/tournaments/chennai/891/overview,Chennai,1997.04.07,32,Outdoor,Hard,"$430,000",chennai//1997.04.07
/en/tournaments/hong-kong/336/overview,Hong Kong,1997.04.07,32,Outdoor,Hard,"$328,000",hong kong//1997.04.07
/en/tournaments/barcelona/425/overview,Barcelona,1997.04.14,56,Outdoor,Clay,"$950,000",barcelona//1997.04.14
/en/tournaments/tokyo/329/overview,Tokyo,1997.04.14,56,Outdoor,Hard,"$1,060,000",tokyo//1997.04.14
/en/tournaments/monte-carlo/410/overview,Monte Carlo,1997.04.21,56,Outdoor,Clay,"$2,300,000",monte carlo//1997.04.21
/en/tournaments/orlando/717/overview,Orlando,1997.04.21,32,Outdoor,Clay,"$289,250",orlando//1997.04.21
/en/tournaments/munich/308/overview,Munich,1997.04.28,32,Outdoor,Clay,"$425,000",munich//1997.04.28
/en/tournaments/prague/379/overview,Prague,1997.04.28,32,Outdoor,Clay,"$365,000",prague//1997.04.28
/en/tournaments/atlanta/409/overview,Atlanta,1997.04.28,32,Outdoor,Clay,"$328,000",atlanta//1997.04.28
/en/tournaments/hamburg/414/overview,Hamburg,1997.05.05,56,Outdoor,Clay,"$2,300,000",hamburg//1997.05.05
/en/tournaments/coral-springs/499/overview,Coral Springs,1997.05.05,32,Outdoor,Clay,"$270,000",coral springs//1997.05.05
/en/tournaments/rome/416/overview,Rome,1997.05.12,64,Outdoor,Clay,"$2,300,000",rome//1997.05.12
/en/tournaments/st-polten/306/overview,St. Polten,1997.05.19,32,Outdoor,Clay,"$425,000",st. polten//1997.05.19
/en/tournaments/dusseldorf/615/overview,Dusseldorf,1997.05.19,32,Outdoor,Clay,"$1,900,000",dusseldorf//1997.05.19
/en/tournaments/roland-garros/520/overview,Paris,1997.05.26,128,Outdoor,Clay,"$5,544,184",paris//1997.05.26
/en/tournaments/halle/500/overview,Halle,1997.06.09,32,Outdoor,Grass,"$900,000",halle//1997.06.09
/en/tournaments/london/311/overview,London,1997.06.09,56,Outdoor,Grass,"$700,000",london//1997.06.09
/en/tournaments/bologna/312/overview,Bologna,1997.06.09,32,Outdoor,Clay,"$328,000",bologna//1997.06.09
/en/tournaments/rosmalen/440/overview,Rosmalen,1997.06.16,32,Outdoor,Grass,"$500,000",rosmalen//1997.06.16
/en/tournaments/nottingham/741/overview,Nottingham,1997.06.16,32,Outdoor,Grass,"$328,000",nottingham//1997.06.16
/en/tournaments/wimbledon/540/overview,London,1997.06.23,128,Outdoor,Grass,"$5,445,815",london//1997.06.23
/en/tournaments/gstaad/314/overview,Gstaad,1997.07.07,32,Outdoor,Clay,"$550,000",gstaad//1997.07.07
/en/tournaments/bastad/316/overview,Bastad,1997.07.07,32,Outdoor,Clay,"$328,000",bastad//1997.07.07
/en/tournaments/newport/315/overview,Newport,1997.07.07,32,Outdoor,Grass,"$280,000",newport//1997.07.07
/en/tournaments/stuttgart/321/overview,Stuttgart,1997.07.14,48,Outdoor,Clay,"$1,040,000",stuttgart//1997.07.14
/en/tournaments/washington/418/overview,Washington,1997.07.14,56,Outdoor,Hard,"$675,000",washington//1997.07.14
/en/tournaments/kitzbuhel/319/overview,Kitzbuhel,1997.07.21,48,Outdoor,Clay,"$525,000",kitzbuhel//1997.07.21
/en/tournaments/umag/439/overview,Umag,1997.07.21,32,Outdoor,Clay,"$400,000",umag//1997.07.21
/en/tournaments/los-angeles/423/overview,Los Angeles,1997.07.21,32,Outdoor,Hard,"$328,000",los angeles//1997.07.21
/en/tournaments/amsterdam/317/overview,Amsterdam,1997.07.28,32,Outdoor,Clay,"$500,000",amsterdam//1997.07.28
/en/tournaments/montreal/421/overview,Montreal,1997.07.28,56,Outdoor,Hard,"$2,300,000",montreal//1997.07.28
/en/tournaments/cincinnati/422/overview,Cincinnati,1997.08.04,56,Outdoor,Hard,"$2,300,000",cincinnati//1997.08.04
/en/tournaments/san-marino/475/overview,San Marino,1997.08.04,32,Outdoor,Clay,"$300,000",san marino//1997.08.04
/en/tournaments/indianapolis/419/overview,Indianapolis,1997.08.11,56,Outdoor,Hard,"$1,040,000",indianapless//1997.08.11
/en/tournaments/new-haven/420/overview,New Haven,1997.08.11,56,Outdoor,Hard,"$1,040,000",new haven//1997.08.11
/en/tournaments/boston/80/overview,Boston,1997.08.18,32,Outdoor,Hard,"$328,000",boston//1997.08.18
/en/tournaments/long-island/441/overview,Long Island,1997.08.18,32,Outdoor,Hard,"$328,000",long island//1997.08.18
/en/tournaments/us-open/560/overview,New York,1997.08.25,128,Outdoor,Hard,"$5,152,000",new york//1997.08.25
/en/tournaments/tashkent/73/overview,Tashkent,1997.09.08,32,Outdoor,Hard,"$328,000",tashkent//1997.09.08
/en/tournaments/marbella/7306/overview,Marbella,1997.09.08,32,Outdoor,Clay,"$328,000",marbella//1997.09.08
/en/tournaments/bournemouth/620/overview,Bournemouth,1997.09.08,32,Outdoor,Clay,"$400,000",bournemouth//1997.09.08
/en/tournaments/bucharest/773/overview,Bucharest,1997.09.22,32,Outdoor,Clay,"$500,000",bucharest//1997.09.22
/en/tournaments/toulouse/327/overview,Toulouse,1997.09.22,32,Indoor,Hard,"$400,000",toulouse//1997.09.22
/en/tournaments/munich/604/overview,"Munich, Germany",1997.09.23,16,Indoor,Carpet,"$6,000,000",munich//1997.09.23
/en/tournaments/basel/328/overview,Basel,1997.09.29,32,Indoor,Carpet,"$1,000,000",basel//1997.09.29
/en/tournaments/beijing/7307/overview,Beijing,1997.09.29,32,Indoor,Hard,"$328,000",beijing//1997.09.29
/en/tournaments/palermo/325/overview,Palermo,1997.09.29,32,Outdoor,Clay,"$328,000",palermo//1997.09.29
/en/tournaments/singapore/326/overview,Singapore,1997.10.06,32,Indoor,Carpet,"$675,000",singapore//1997.10.06
/en/tournaments/vienna/337/overview,Vienna,1997.10.06,32,Indoor,Carpet,"$800,000",vienna//1997.10.06
/en/tournaments/ostrava/348/overview,Ostrava,1997.10.13,32,Indoor,Carpet,"$1,000,000",ostrava//1997.10.13
/en/tournaments/lyon/7309/overview,Lyon,1997.10.13,32,Indoor,Carpet,"$750,000",lyon//1997.10.13
/en/tournaments/stuttgart/357/overview,Stuttgart,1997.10.20,48,Indoor,Carpet,"$2,300,000",stuttgart//1997.10.20
/en/tournaments/mexico-city/807/overview,Mexico City,1997.10.20,32,Outdoor,Clay,"$330,000",mexico city//1997.10.20
/en/tournaments/paris/352/overview,Paris,1997.10.27,48,Indoor,Carpet,"$2,550,000",paris//1997.10.27
/en/tournaments/bogota/359/overview,Bogota,1997.10.27,32,Outdoor,Clay,"$328,000",bogota//1997.10.27
/en/tournaments/moscow/438/overview,Moscow,1997.11.03,32,Indoor,Carpet,"$1,150,000",moscow//1997.11.03
/en/tournaments/stockholm/429/overview,Stockholm,1997.11.03,32,Indoor,Hard,"$825,000",stockholm//1997.11.03
/en/tournaments/santiago/8996/overview,Santiago,1997.11.03,32,Outdoor,Clay,"$328,000",santiago//1997.11.03
/en/tournaments/atp-tour-world-championship/605/overview,atp-tour-world-championship,1997.11.10,10,Indoor,Hard,"$3,300,000",atp tour world championship//1997.11.10
/en/tournaments/doha/451/overview,Doha,1998.01.05,32,Outdoor,Hard,"$1,000,000",doha//1998.01.05
/en/tournaments/adelaide/7308/overview,Adelaide,1998.01.05,32,Outdoor,Hard,"$340,000",adelaide//1998.01.05
/en/tournaments/auckland/301/overview,Auckland,1998.01.12,32,Outdoor,Hard,"$340,000",auckland//1998.01.12
/en/tournaments/sydney/338/overview,Sydney,1998.01.12,32,Outdoor,Hard,"$340,000",sydney//1998.01.12
/en/tournaments/australian-open/580/overview,Melbourne,1998.01.19,128,Outdoor,Hard,"$3,140,107",melbourne//1998.01.19
/en/tournaments/split/7301/overview,Split,1998.02.02,32,Indoor,Carpet,"$400,000",split//1998.02.02
/en/tournaments/marseille/496/overview,Marseille,1998.02.02,32,Indoor,Hard,"$539,250",marseille//1998.02.02
/en/tournaments/san-jose/424/overview,San Jose,1998.02.09,32,Indoor,Hard,"$340,000",san jose//1998.02.09
/en/tournaments/st-petersburg/568/overview,St. Petersburg,1998.02.09,32,Indoor,Carpet,"$340,000",st. petersburg//1998.02.09
/en/tournaments/dubai/495/overview,Dubai,1998.02.09,32,Outdoor,Hard,"$1,039,250",dubai//1998.02.09
/en/tournaments/memphis/402/overview,Memphis,1998.02.16,48,Indoor,Hard,"$825,000",memphis//1998.02.16
/en/tournaments/antwerp/430/overview,Antwerp,1998.02.16,32,Indoor,Hard,"$1,000,000",antwerp//1998.02.16
/en/tournaments/london/408/overview,London,1998.02.23,32,Indoor,Carpet,"$814,250",london//1998.02.23
/en/tournaments/philadelphia/401/overview,Philadelphia,1998.02.23,32,Indoor,Hard,"$714,250",philadelphia//1998.02.23
/en/tournaments/rotterdam/407/overview,Rotterdam,1998.03.02,32,Indoor,Carpet,"$750,000",rotterdam//1998.03.02
/en/tournaments/scottsdale/433/overview,Scottsdale,1998.03.02,32,Outdoor,Hard,"$340,000",scottsdale//1998.03.02
/en/tournaments/indian-wells/404/overview,Indian Wells,1998.03.09,56,Outdoor,Hard,"$2,450,000",indian wells//1998.03.09
/en/tournaments/copenhagen/481/overview,Copenhagen,1998.03.09,32,Indoor,Carpet,"$235,000",copenhagen//1998.03.09
/en/tournaments/miami/403/overview,Miami,1998.03.16,96,Outdoor,Hard,"$2,700,000",miami//1998.03.16
/en/tournaments/casablanca/360/overview,Casablanca,1998.03.23,32,Outdoor,Clay,"$235,000",casablanca//1998.03.23
/en/tournaments/estoril/468/overview,Estoril,1998.04.06,32,Outdoor,Clay,"$625,000",estoril//1998.04.06
/en/tournaments/chennai/891/overview,Chennai,1998.04.06,32,Outdoor,Hard,"$430,000",chennai//1998.04.06
/en/tournaments/hong-kong/336/overview,Hong Kong,1998.04.06,32,Outdoor,Hard,"$340,000",hong kong//1998.04.06
/en/tournaments/barcelona/425/overview,Barcelona,1998.04.13,56,Outdoor,Clay,"$950,000",barcelona//1998.04.13
/en/tournaments/tokyo/329/overview,Tokyo,1998.04.13,56,Outdoor,Hard,"$700,000",tokyo//1998.04.13
/en/tournaments/monte-carlo/410/overview,Monte Carlo,1998.04.20,56,Outdoor,Clay,"$2,450,000",monte carlo//1998.04.20
/en/tournaments/orlando/717/overview,Orlando,1998.04.20,32,Outdoor,Clay,"$289,250",orlando//1998.04.20
/en/tournaments/prague/379/overview,Prague,1998.04.27,32,Outdoor,Clay,"$365,000",prague//1998.04.27
/en/tournaments/atlanta/409/overview,Atlanta,1998.04.27,32,Outdoor,Clay,"$340,000",atlanta//1998.04.27
/en/tournaments/munich/308/overview,Munich,1998.04.27,32,Outdoor,Clay,"$525,000",munich//1998.04.27
/en/tournaments/hamburg/414/overview,Hamburg,1998.05.04,56,Outdoor,Clay,"$2,450,000",hamburg//1998.05.04
/en/tournaments/coral-springs/499/overview,coral-springs,1998.05.04,32,Outdoor,Clay,"$270,000",coral springs//1998.05.04
/en/tournaments/rome/416/overview,Rome,1998.05.11,64,Outdoor,Clay,"$2,450,000",rome//1998.05.11
/en/tournaments/dusseldorf/615/overview,Dusseldorf,1998.05.18,32,Outdoor,Clay,"$2,450,000",dusseldorf//1998.05.18
/en/tournaments/st-polten/306/overview,St. Polten,1998.05.18,32,Outdoor,Clay,"$425,000",st. polten//1998.05.18
/en/tournaments/roland-garros/520/overview,Paris,1998.05.25,128,Outdoor,Clay,"$5,026,607",paris//1998.05.25
/en/tournaments/bologna/312/overview,Bologna,1998.06.08,32,Outdoor,Clay,"$340,000",bologna//1998.06.08
/en/tournaments/halle/500/overview,Halle,1998.06.08,32,Outdoor,Grass,"$900,000",halle//1998.06.08
/en/tournaments/london/311/overview,London,1998.06.08,56,Outdoor,Grass,"$750,000",london//1998.06.08
/en/tournaments/s-hertogenbosch/440/overview,s-Hertogenbosch,1998.06.15,32,Outdoor,Grass,"$500,000",s hertogenbosch//1998.06.15
/en/tournaments/nottingham/741/overview,Nottingham,1998.06.15,32,Outdoor,Grass,"$340,000",nottingham//1998.06.15
/en/tournaments/wimbledon/540/overview,London,1998.06.22,128,Outdoor,Grass,"$5,638,006",london//1998.06.22
/en/tournaments/gstaad/314/overview,Gstaad,1998.07.06,32,Outdoor,Clay,"$550,000",gstaad//1998.07.06
/en/tournaments/bastad/316/overview,Bastad,1998.07.06,32,Outdoor,Clay,"$340,000",bastad//1998.07.06
/en/tournaments/newport/315/overview,Newport,1998.07.06,32,Outdoor,Grass,"$300,000",newport//1998.07.06
/en/tournaments/washington/418/overview,Washington,1998.07.20,56,Outdoor,Hard,"$700,000",washington//1998.07.20
/en/tournaments/stuttgart/321/overview,Stuttgart,1998.07.20,48,Outdoor,Clay,"$1,040,000",stuttgart//1998.07.20
/en/tournaments/umag/439/overview,Umag,1998.07.27,32,Outdoor,Clay,"$400,000",umag//1998.07.27
/en/tournaments/los-angeles/423/overview,Los Angeles,1998.07.27,32,Outdoor,Hard,"$340,000",los angeles//1998.07.27
/en/tournaments/kitzbuhel/319/overview,Kitzbuhel,1998.07.27,48,Outdoor,Clay,"$525,000",kitzbuhel//1998.07.27
/en/tournaments/toronto/421/overview,Toronto,1998.08.03,56,Outdoor,Hard,"$2,450,000",toronto//1998.08.03
/en/tournaments/amsterdam/317/overview,Amsterdam,1998.08.03,32,Outdoor,Clay,"$500,000",amsterdam//1998.08.03
/en/tournaments/cincinnati/422/overview,Cincinnati,1998.08.10,56,Outdoor,Hard,"$2,450,000",cincinnati//1998.08.10
/en/tournaments/san-marino/475/overview,San Marino,1998.08.10,32,Outdoor,Clay,"$300,000",san marino//1998.08.10
/en/tournaments/indianapolis/419/overview,Indianapolis,1998.08.17,56,Outdoor,Hard,"$1,040,000",indianapless//1998.08.17
/en/tournaments/new-haven/420/overview,New Haven,1998.08.17,56,Outdoor,Hard,"$870,000",new haven//1998.08.17
/en/tournaments/long-island/441/overview,Long Island,1998.08.24,32,Outdoor,Hard,"$340,000",long island//1998.08.24
/en/tournaments/boston/80/overview,Boston,1998.08.24,32,Outdoor,Hard,"$340,000",boston//1998.08.24
/en/tournaments/us-open/560/overview,New York,1998.08.31,128,Outdoor,Hard,"$6,032,000",new york//1998.08.31
/en/tournaments/bucharest/773/overview,Bucharest,1998.09.14,32,Outdoor,Clay,"$500,000",bucharest//1998.09.14
/en/tournaments/tashkent/73/overview,Tashkent,1998.09.14,32,Outdoor,Hard,"$500,000",tashkent//1998.09.14
/en/tournaments/bournemouth/620/overview,Bournemouth,1998.09.14,32,Outdoor,Clay,"$400,000",bournemouth//1998.09.14
/en/tournaments/toulouse/327/overview,Toulouse,1998.09.28,32,Indoor,Hard,"$400,000",toulouse//1998.09.28
/en/tournaments/munich/604/overview,"Munich, Germany",1998.09.28,16,Indoor,Hard,"$4,200,000",munich//1998.09.28
/en/tournaments/mallorca/7306/overview,Mallorca,1998.09.28,32,Outdoor,Clay,"$475,000",mallorca//1998.09.28
/en/tournaments/shanghai/890/overview,Shanghai,1998.10.05,32,Outdoor,Hard,"$340,000",shanghai//1998.10.05
/en/tournaments/palermo/325/overview,Palermo,1998.10.05,32,Outdoor,Clay,"$340,000",palermo//1998.10.05
/en/tournaments/basel/328/overview,Basel,1998.10.05,32,Indoor,Carpet,"$1,000,000",basel//1998.10.05
/en/tournaments/vienna/337/overview,Vienna,1998.10.12,32,Indoor,Carpet,"$800,000",vienna//1998.10.12
/en/tournaments/singapore/326/overview,Singapore,1998.10.12,32,Indoor,Hard,"$700,000",singapore//1998.10.12
/en/tournaments/ostrava/348/overview,Ostrava,1998.10.19,32,Indoor,Carpet,"$1,000,000",ostrava//1998.10.19
/en/tournaments/lyon/7309/overview,Lyon,1998.10.19,32,Indoor,Carpet,"$750,000",lyon//1998.10.19
/en/tournaments/stuttgart/357/overview,Stuttgart,1998.10.26,48,Indoor,Hard,"$2,450,000",stuttgart//1998.10.26
/en/tournaments/mexico-city/807/overview,Mexico City,1998.10.26,32,Outdoor,Clay,"$340,000",mexico city//1998.10.26
/en/tournaments/bogota/359/overview,Bogota,1998.11.02,32,Outdoor,Clay,"$340,000",bogota//1998.11.02
/en/tournaments/paris/352/overview,Paris,1998.11.02,48,Indoor,Carpet,"$2,550,000",paris//1998.11.02
/en/tournaments/moscow/438/overview,Moscow,1998.11.09,32,Indoor,Carpet,"$1,150,000",moscow//1998.11.09
/en/tournaments/stockholm/429/overview,Stockholm,1998.11.09,32,Indoor,Hard,"$825,000",stockholm//1998.11.09
/en/tournaments/santiago/8996/overview,Santiago,1998.11.09,32,Outdoor,Clay,"$340,000",santiago//1998.11.09
/en/tournaments/atp-tour-world-championship/605/overview,atp-tour-world-championship,1998.11.23,64,Indoor,Hard,"$3,300,000",atp tour world championship//1998.11.23
/en/tournaments/doha/451/overview,Doha,1999.01.04,32,Outdoor,Hard,"$1,000,000",doha//1999.01.04
/en/tournaments/adelaide/7308/overview,Adelaide,1999.01.04,32,Outdoor,Hard,"$350,000",adelaide//1999.01.04
/en/tournaments/sydney/338/overview,Sydney,1999.01.11,32,Outdoor,Hard,"$350,000",sydney//1999.01.11
/en/tournaments/auckland/301/overview,Auckland,1999.01.11,32,Outdoor,Hard,"$350,000",auckland//1999.01.11
/en/tournaments/australian-open/580/overview,Melbourne,1999.01.18,128,Outdoor,Hard,"$3,539,387",melbourne//1999.01.18
/en/tournaments/marseille/496/overview,Marseille,1999.02.01,32,Indoor,Hard,"$539,250",marseille//1999.02.01
/en/tournaments/st-petersburg/568/overview,St. Petersburg,1999.02.08,32,Indoor,Carpet,"$350,000",st. petersburg//1999.02.08
/en/tournaments/dubai/495/overview,Dubai,1999.02.08,32,Outdoor,Hard,"$1,039,250",dubai//1999.02.08
/en/tournaments/san-jose/424/overview,San Jose,1999.02.08,32,Indoor,Hard,"$350,000",san jose//1999.02.08
/en/tournaments/rotterdam/407/overview,Rotterdam,1999.02.15,32,Indoor,Carpet,"$850,000",rotterdam//1999.02.15
/en/tournaments/memphis/402/overview,Memphis,1999.02.15,48,Indoor,Hard,"$825,000",memphis//1999.02.15
/en/tournaments/london/408/overview,London,1999.02.22,32,Indoor,Carpet,"$814,250",london//1999.02.22
/en/tournaments/scottsdale/433/overview,Scottsdale,1999.03.01,32,Outdoor,Hard,"$350,000",scottsdale//1999.03.01
/en/tournaments/copenhagen/481/overview,Copenhagen,1999.03.01,32,Indoor,Carpet,"$240,000",copenhagen//1999.03.01
/en/tournaments/indian-wells/404/overview,Indian Wells,1999.03.08,56,Outdoor,Hard,"$2,450,000",indian wells//1999.03.08
/en/tournaments/miami/403/overview,Miami,1999.03.15,96,Outdoor,Hard,"$2,700,000",miami//1999.03.15
/en/tournaments/casablanca/360/overview,Casablanca,1999.03.22,32,Outdoor,Clay,"$240,000",casablanca//1999.03.22
/en/tournaments/estoril/468/overview,Estoril,1999.04.05,32,Outdoor,Clay,"$625,000",estoril//1999.04.05
/en/tournaments/chennai/891/overview,Chennai,1999.04.05,32,Outdoor,Hard,"$430,000",chennai//1999.04.05
/en/tournaments/hong-kong/336/overview,Hong Kong,1999.04.05,32,Outdoor,Hard,"$350,000",hong kong//1999.04.05
/en/tournaments/barcelona/425/overview,Barcelona,1999.04.12,56,Outdoor,Clay,"$950,000",barcelona//1999.04.12
/en/tournaments/tokyo/329/overview,Tokyo,1999.04.12,56,Outdoor,Hard,"$725,000",tokyo//1999.04.12
/en/tournaments/monte-carlo/410/overview,Monte Carlo,1999.04.19,56,Outdoor,Clay,"$2,450,000",monte carlo//1999.04.19
/en/tournaments/orlando/717/overview,Orlando,1999.04.19,32,Outdoor,Clay,"$289,250",orlando//1999.04.19
/en/tournaments/prague/379/overview,Prague,1999.04.26,32,Outdoor,Clay,"$500,000",prague//1999.04.26
/en/tournaments/atlanta/409/overview,Atlanta,1999.04.26,32,Outdoor,Clay,"$350,000",atlanta//1999.04.26
/en/tournaments/munich/308/overview,Munich,1999.04.26,32,Outdoor,Clay,"$525,000",munich//1999.04.26
/en/tournaments/hamburg/414/overview,Hamburg,1999.05.03,56,Outdoor,Clay,"$2,450,000",hamburg//1999.05.03
/en/tournaments/delray-beach/499/overview,Delray Beach,1999.05.03,32,Outdoor,Clay,"$270,000",delray beach//1999.05.03
/en/tournaments/rome/416/overview,Rome,1999.05.10,64,Outdoor,Clay,"$2,450,000",rome//1999.05.10
/en/tournaments/dusseldorf/615/overview,Dusseldorf,1999.05.16,64,Outdoor,Clay,"$1,650,000",dusseldorf//1999.05.16
/en/tournaments/st-polten/306/overview,St. Polten,1999.05.17,32,Outdoor,Clay,"$425,000",st. polten//1999.05.17
/en/tournaments/roland-garros/520/overview,Paris,1999.05.24,128,Outdoor,Clay,"$5,159,915",paris//1999.05.24
/en/tournaments/meran/473/overview,Meran,1999.06.07,32,Outdoor,Clay,"$350,000",meran//1999.06.07
/en/tournaments/london/311/overview,London,1999.06.07,56,Outdoor,Grass,"$750,000",london//1999.06.07
/en/tournaments/halle/500/overview,Halle,1999.06.07,32,Outdoor,Grass,"$900,000",halle//1999.06.07
/en/tournaments/s-hertogenbosch/440/overview,s-Hertogenbosch,1999.06.14,32,Outdoor,Grass,"$500,000",s hertogenbosch//1999.06.14
